date,Aquaman,Barbara Gordon,Barry Allen (The Flash),Batman,Beast,Black Canary,Black Lightning,Black Panther,Black Widow,Blade,Blue Beetle,Booster Gold,Bucky Barnes,Captain America,Captain Britain,Captain Marvel,Catwoman,Cerebus,Cyclops,Daredevil,Dashiell Bad Horse,Deadpool,Dick Grayson (Robin),Donna Troy,Dr. Strange,Dream of the Endless,Elijah Snow,Fone Bone,Gambit,Ghost Rider,Green Arrow,Groo,Hal Jordan (Green Lantern),Hank Pym (Ant-Man),Hawkeye,Hawkman,Hellboy,Human Torch,Invisible Woman,Iron Fist,Iron Man,James Gordon,Jean Grey,Jesse Custer,John Constantine,John Stewart (Green Lantern),Jonah Hex,Judge Dredd,Ka-Zar,Kitty Pryde,Luke Cage,Martian Manhunter,Marv,Michonne,Mitchell Hundred,Moon Knight,Nick Fury,Nightcrawler,Nova,Professor X,Punisher,Raphael,Reed Richards,Renee Montoya,Rick Grimes,Rorschach,Savage Dragon,Scott Pilgrim,Sgt. Rock,She-Hulk,Silver Surfer,Spawn,Spider-Man,Spider Jerusalem,Storm,Sub-Mariner,Superboy,Supergirl,Superman,Swamp Thing,The Atom,The Crow,The Falcon,The Hulk,The Rocketeer,The Spectre,The Spirit,The Thing,The Tick,Thor,Tim Drake (Robin),Usagi Yojimbo,Wally West (The Flash),Wasp,Wildcat,Wolverine,Wonder Woman,Yorick Brown
2021-02-07,3,8,20,31,12,28,15,2,27,24,15,11,30,10,14,3,25,10,34,8,0,5,18,4,3,0,26,16,17,33,36,73,39,0,35,29,4,29,28,2,16,33,18,0,30,12,23,19,14,27,1,2,58,13,0,8,10,36,69,24,6,43,71,8,6,47,16,40,19,19,32,72,35,10,31,0,26,15,23,5,51,77,16,29,20,15,70,75,18,12,60,15,17,7,30,16,8,0
2021-02-14,3,17,37,36,12,32,13,3,26,25,15,19,31,11,11,3,28,55,38,8,0,5,18,7,4,0,0,16,16,34,33,67,13,17,38,26,7,43,18,2,18,28,24,8,38,16,22,32,0,21,1,4,37,14,0,8,13,46,71,28,7,42,100,5,6,49,12,38,0,24,31,83,35,0,51,100,33,18,25,5,43,68,9,32,22,17,73,76,13,13,39,16,9,7,30,18,8,0
2021-02-21,3,11,20,31,10,28,12,3,27,25,58,12,28,10,10,3,27,34,35,8,0,4,9,5,4,32,51,46,13,33,32,73,26,0,39,29,4,40,24,2,17,29,18,4,49,18,43,38,0,21,1,6,32,16,0,11,12,34,70,30,7,44,38,3,6,51,19,30,19,31,48,76,40,0,31,28,30,19,39,5,48,59,9,28,15,17,75,76,19,13,33,19,6,8,35,17,7,0
2021-02-28,3,14,25,30,10,22,12,2,28,25,32,13,26,11,58,3,35,44,42,9,0,4,7,4,6,21,0,0,16,34,33,61,19,17,37,13,4,52,24,2,18,46,23,8,38,9,44,38,29,19,1,4,31,18,0,11,15,36,82,27,6,46,20,8,8,48,15,31,19,14,40,79,34,11,25,28,34,18,39,4,49,66,14,30,21,21,77,74,22,13,33,35,17,8,30,16,7,0
2021-03-07,2,11,25,34,11,24,14,2,32,25,28,13,43,11,13,3,24,20,35,8,0,4,13,4,4,0,26,16,13,35,34,41,13,0,41,43,6,44,28,3,18,36,17,17,29,6,38,41,29,19,1,5,40,17,0,9,15,38,75,27,7,39,17,3,6,49,14,29,0,16,31,74,33,11,30,28,35,19,31,5,42,67,22,28,33,16,70,73,19,14,39,27,25,8,32,16,7,0
2021-03-14,5,12,29,39,11,24,14,2,30,25,24,16,56,18,12,3,30,28,34,8,0,4,19,6,2,10,0,45,11,32,33,60,43,0,45,36,5,32,25,2,18,34,19,16,31,47,26,38,0,34,1,86,35,18,0,9,13,31,76,28,7,43,16,6,6,50,9,29,18,15,37,74,31,20,30,27,28,18,43,4,39,65,81,28,22,21,72,71,21,12,32,26,6,9,36,14,10,0
2021-03-21,8,18,42,42,11,29,13,2,42,25,28,18,75,21,21,3,27,25,38,8,0,4,25,11,3,22,0,0,11,26,38,59,65,0,43,76,5,44,16,2,17,43,14,4,55,100,29,29,0,23,1,100,31,15,41,14,12,33,72,25,6,44,13,15,6,47,18,34,0,20,35,69,31,11,29,0,31,21,49,6,44,72,73,27,20,16,73,71,18,12,56,16,13,9,38,14,10,42
2021-03-28,4,19,50,41,12,37,9,2,34,25,38,21,82,21,14,3,29,10,56,8,0,4,28,8,4,11,0,0,10,32,40,83,20,0,32,48,4,30,20,2,18,42,16,4,46,42,27,36,0,23,1,35,33,10,0,8,14,36,73,24,6,40,9,7,6,46,14,37,20,19,33,78,33,11,27,0,42,26,40,5,33,68,67,28,32,10,75,67,19,12,41,33,11,12,33,15,10,0
2021-04-04,3,23,33,39,11,25,9,3,44,24,30,18,79,18,25,3,28,25,57,8,0,4,33,6,3,0,0,16,9,26,34,51,59,0,28,49,5,32,10,1,18,34,18,4,41,44,18,34,15,22,1,17,25,18,0,13,12,32,73,21,6,43,11,8,6,49,12,28,0,18,27,75,34,21,26,43,36,23,35,6,36,70,71,28,26,15,69,67,19,13,89,20,21,13,36,13,8,0
2021-04-11,3,19,44,36,11,21,11,3,32,25,36,15,92,22,21,3,27,34,45,7,0,3,33,8,3,0,0,16,10,32,33,53,45,0,30,31,4,22,16,1,16,37,14,4,58,22,16,33,0,8,1,11,28,15,0,15,10,27,72,23,6,42,17,3,6,59,10,33,0,14,30,72,33,21,26,0,37,20,29,7,35,63,89,30,12,14,78,69,22,12,50,27,21,10,31,15,7,0
2021-04-18,3,16,29,38,11,23,9,3,33,25,25,18,100,24,21,3,25,44,42,8,0,3,20,4,3,11,52,16,9,33,30,94,39,0,30,25,4,42,21,2,17,25,13,0,35,19,18,22,15,11,1,8,24,22,0,11,12,28,75,26,5,45,11,5,8,50,12,30,0,37,28,67,32,42,26,28,50,20,25,7,37,66,100,29,29,14,75,70,21,12,33,27,21,10,30,14,6,0
2021-04-25,3,22,26,34,13,27,11,3,36,25,31,14,86,21,26,3,24,49,37,9,0,3,18,6,3,11,26,47,8,32,32,79,32,35,29,23,4,34,16,2,18,30,15,4,40,16,25,21,0,12,1,9,28,18,0,11,11,37,77,32,7,46,13,7,7,51,19,37,0,25,28,66,31,0,28,0,45,20,28,6,39,69,54,25,17,16,76,71,20,12,22,19,13,11,31,14,6,0
2021-05-02,3,14,23,33,12,28,10,3,35,25,30,100,63,14,32,2,26,20,35,9,0,4,24,4,3,0,0,0,8,37,30,58,58,0,26,27,4,37,14,1,17,34,16,4,41,34,37,22,14,12,1,6,29,16,0,15,10,33,76,26,6,42,11,7,6,50,23,41,0,21,28,65,37,0,29,28,38,19,28,6,39,66,27,26,27,15,76,72,23,12,44,35,23,10,29,14,5,0
2021-05-09,3,11,31,30,12,21,13,2,35,23,26,12,50,12,20,2,27,28,39,7,0,3,22,3,3,15,0,0,8,35,30,46,9,0,25,15,5,40,12,2,17,34,15,0,27,13,26,27,20,8,1,8,22,14,0,11,10,24,76,24,6,42,15,9,5,56,29,38,0,14,29,62,33,74,25,0,37,19,27,5,41,71,18,29,19,26,79,72,25,11,23,16,39,10,29,13,5,59
