date,Aquaman,Barbara Gordon,Barry Allen (The Flash),Batman,Beast,Black Canary,Black Lightning,Black Panther,Black Widow,Blade,Blue Beetle,Booster Gold,Bucky Barnes,Captain America,Captain Britain,Captain Marvel,Catwoman,Cerebus,Cyclops,Daredevil,Dashiell Bad Horse,Deadpool,Dick Grayson (Robin),Donna Troy,Dr. Strange,Dream of the Endless,Elijah Snow,Fone Bone,Gambit,Ghost Rider,Green Arrow,Groo,Hal Jordan (Green Lantern),Hank Pym (Ant-Man),Hawkeye,Hawkman,Hellboy,Human Torch,Invisible Woman,Iron Fist,Iron Man,James Gordon,Jean Grey,Jesse Custer,John Constantine,John Stewart (Green Lantern),Jonah Hex,Judge Dredd,Ka-Zar,Kitty Pryde,Luke Cage,Martian Manhunter,Marv,Michonne,Mitchell Hundred,Moon Knight,Nick Fury,Nightcrawler,Nova,Professor X,Punisher,Raphael,Reed Richards,Renee Montoya,Rick Grimes,Rorschach,Savage Dragon,Scott Pilgrim,Sgt. Rock,She-Hulk,Silver Surfer,Spawn,Spider-Man,Spider Jerusalem,Storm,Sub-Mariner,Superboy,Supergirl,Superman,Swamp Thing,The Atom,The Crow,The Falcon,The Hulk,The Rocketeer,The Spectre,The Spirit,The Thing,The Tick,Thor,Tim Drake (Robin),Usagi Yojimbo,Wally West (The Flash),Wasp,Wildcat,Wolverine,Wonder Woman,Yorick Brown
2016-05-15,1,20,54,77,12,76,3,3,28,29,38,65,70,100,12,2,49,59,61,27,0,25,21,1,6,0,69,0,4,57,72,72,26,23,36,43,4,98,21,1,31,40,50,39,31,0,63,26,39,39,1,5,40,25,0,21,10,64,72,41,7,57,28,4,4,65,9,25,51,16,49,49,22,42,35,38,47,34,91,2,24,77,4,45,28,34,91,61,15,12,44,21,100,8,31,35,3,56
2016-05-22,1,18,100,72,24,59,2,2,27,29,37,22,53,78,30,2,52,33,71,26,100,20,15,2,5,14,0,21,4,49,74,58,43,23,31,41,4,100,18,1,26,40,100,100,26,4,32,46,39,41,1,5,41,25,0,14,11,83,68,52,6,59,16,4,5,65,9,25,25,24,47,48,22,28,38,38,39,29,82,2,20,75,4,39,20,23,74,57,17,13,7,16,89,9,30,39,3,0
2016-05-29,1,23,69,72,14,53,2,1,25,27,34,25,47,57,28,2,44,47,75,26,0,19,15,2,3,0,35,0,4,52,70,31,26,0,31,34,4,51,17,1,26,44,84,56,31,8,42,29,0,61,1,4,58,17,0,11,9,100,70,62,6,58,16,4,5,70,7,22,0,21,46,51,22,29,38,76,49,27,83,5,18,72,3,37,21,15,73,57,17,10,52,21,46,9,32,40,3,0
2016-06-05,1,26,42,70,15,44,2,1,23,27,37,21,30,37,32,1,42,33,58,24,0,17,9,2,3,0,70,42,4,62,64,58,44,0,32,46,5,43,26,1,23,44,67,67,28,4,30,33,0,30,1,7,29,22,0,9,8,81,71,45,6,53,16,0,4,64,7,29,51,24,44,49,23,28,50,0,51,30,75,5,18,73,3,42,25,25,76,60,15,10,22,5,23,11,26,30,3,0
2016-06-12,1,26,20,69,13,47,2,1,20,27,40,10,29,30,40,1,43,73,53,19,0,17,27,2,3,14,0,63,3,49,49,21,44,0,28,29,4,46,20,1,20,68,45,84,20,4,55,26,0,30,1,5,27,20,0,7,8,67,67,32,5,61,11,4,4,79,15,27,0,18,39,50,26,71,33,0,40,29,72,3,16,62,3,35,20,20,73,57,15,9,52,21,34,10,29,27,3,0
2016-06-19,1,16,45,68,12,36,2,1,22,29,28,19,26,26,12,1,46,47,43,19,0,15,24,2,3,0,0,21,3,53,58,77,35,0,25,37,3,49,21,1,18,53,32,51,28,8,28,29,0,25,1,5,25,16,0,10,6,46,67,31,5,53,11,2,5,58,9,23,0,19,43,53,26,29,35,0,37,27,73,3,15,65,3,33,12,20,76,57,14,10,76,5,18,13,30,23,3,0
2016-06-26,1,18,25,85,13,38,2,1,20,28,35,19,25,24,21,1,51,47,43,21,0,14,18,0,3,15,36,21,3,56,41,49,27,24,27,15,3,47,18,1,18,44,24,97,29,17,19,32,20,25,1,5,29,25,0,9,4,48,67,16,5,52,8,2,4,53,24,25,26,11,32,55,22,29,32,39,38,22,100,2,12,49,3,35,25,25,73,55,12,9,46,48,35,12,32,21,4,0
2016-07-03,1,26,58,84,14,45,2,1,20,27,41,17,26,26,23,1,47,36,45,21,0,14,26,3,2,47,0,45,3,49,50,41,38,0,27,31,5,37,27,1,21,44,25,66,25,9,28,35,0,26,1,5,27,21,0,7,6,49,71,20,5,54,12,0,4,65,14,21,0,11,30,51,22,15,35,41,61,24,100,2,11,59,4,38,15,27,69,53,14,10,64,34,22,12,31,21,4,0
2016-07-10,1,13,34,75,13,36,2,1,22,26,42,21,14,20,22,1,43,35,35,18,0,11,19,3,2,15,0,45,3,51,50,36,28,0,33,31,4,29,23,1,18,36,21,59,12,9,20,29,0,20,1,5,28,18,0,7,4,42,69,24,5,69,22,2,4,58,12,17,0,14,33,58,23,45,32,20,61,23,80,2,12,60,3,35,24,27,72,55,11,9,24,22,61,14,27,20,4,0
2016-07-17,1,47,44,87,13,42,2,1,18,26,77,22,18,19,11,1,45,85,37,22,0,10,16,1,2,0,0,45,2,62,48,51,37,25,30,23,3,22,17,4,16,38,23,24,26,4,24,56,0,12,4,5,30,21,0,6,5,38,68,18,5,54,9,7,5,50,14,24,27,20,41,73,19,45,34,0,52,27,90,2,12,56,3,30,20,24,72,55,17,10,87,22,31,16,28,19,6,0
2016-07-24,3,100,62,100,13,46,2,1,19,26,55,23,16,19,7,4,48,56,31,19,0,10,9,1,8,0,0,45,2,55,54,69,83,0,29,46,4,36,34,2,18,57,20,53,31,27,32,40,0,24,3,7,34,27,0,8,5,51,69,23,5,53,16,7,5,48,8,22,54,6,33,86,25,15,34,0,35,35,89,3,11,56,3,32,100,28,75,56,13,10,71,44,21,16,30,20,13,0
2016-07-31,2,55,47,91,12,43,2,1,20,26,40,23,14,19,13,1,58,21,32,20,0,9,16,2,3,15,37,23,2,59,53,77,19,0,31,47,3,27,20,1,16,43,18,30,25,9,38,37,0,29,1,6,33,20,0,7,5,35,69,24,4,51,8,2,4,51,12,17,0,22,34,71,21,0,34,0,42,34,83,4,10,52,4,32,55,27,68,53,16,9,48,11,43,15,31,18,6,0
2016-08-07,2,46,32,86,12,38,2,1,20,24,40,18,13,18,10,1,55,36,29,17,0,9,26,2,5,32,0,23,2,51,40,53,29,0,30,35,3,33,17,1,15,38,17,6,19,14,29,31,43,17,5,6,37,15,61,6,5,36,69,18,4,47,7,12,4,62,16,20,0,20,27,72,17,0,30,21,44,32,70,3,11,59,2,31,20,20,68,53,12,9,49,6,16,14,37,17,5,0
2016-08-14,1,39,25,77,11,41,2,1,19,26,52,13,12,19,14,1,53,30,22,16,0,9,27,1,4,0,0,24,2,46,47,100,29,26,33,24,4,36,23,1,15,31,18,6,21,9,23,16,0,15,2,5,34,14,0,6,4,42,66,14,4,43,12,5,4,58,10,25,28,9,33,67,19,16,29,0,42,28,68,2,13,47,3,23,14,23,72,55,29,8,83,23,26,14,31,17,4,0
2016-08-21,1,36,32,72,12,39,2,1,18,26,43,15,14,19,6,1,50,71,29,17,0,8,22,2,3,31,75,23,2,48,51,48,28,0,32,26,4,32,25,1,15,53,17,12,46,4,27,38,0,13,1,6,41,16,0,5,5,37,67,19,5,46,6,5,3,61,6,19,0,3,33,62,19,46,38,41,36,24,62,3,20,57,3,30,18,20,70,56,40,9,40,28,15,15,36,17,4,0
2016-08-28,1,35,41,70,13,33,3,1,19,26,41,19,13,26,16,1,56,48,39,18,0,8,6,1,4,0,73,0,2,49,47,53,45,0,49,23,3,19,12,1,17,42,17,12,28,4,41,31,0,17,2,5,33,17,57,6,4,44,71,21,4,49,4,5,5,58,15,24,53,16,29,68,20,0,59,0,41,30,55,3,33,64,4,30,17,18,74,58,27,11,46,11,30,15,38,19,4,59
2016-09-04,1,38,25,64,13,34,4,1,22,26,31,33,15,26,13,1,47,97,37,16,0,8,12,3,4,0,0,0,2,51,51,64,36,0,48,43,3,29,18,1,16,45,22,17,23,22,34,37,0,20,3,4,31,18,0,7,5,38,68,17,4,47,12,0,7,60,13,23,0,11,39,61,20,30,35,20,37,32,53,3,43,66,4,27,17,15,74,58,20,9,15,11,18,14,36,18,4,0
2016-09-11,1,23,28,63,13,50,3,1,19,26,28,21,20,25,16,1,49,27,43,16,0,7,27,3,6,30,0,65,2,68,46,53,18,0,67,25,4,30,17,1,17,38,22,6,25,17,42,24,20,19,3,10,34,17,0,7,4,41,72,20,5,46,10,7,4,60,11,21,0,11,29,56,18,15,34,58,43,55,51,2,44,61,3,37,15,19,74,62,19,8,46,21,18,13,35,18,4,0
2016-09-18,1,36,35,62,14,36,2,1,20,26,28,11,16,21,7,1,55,74,39,15,0,7,3,2,4,0,71,21,2,100,50,56,36,24,39,25,4,33,23,1,15,38,24,28,22,21,55,30,0,24,5,6,37,26,0,7,5,32,68,15,4,46,12,7,5,56,11,21,0,19,24,55,16,14,33,0,30,49,47,4,49,67,3,25,17,17,78,63,15,9,38,32,12,12,34,19,4,0
2016-09-25,1,39,25,57,13,42,2,1,19,24,39,16,18,17,14,1,56,74,38,19,0,6,9,1,7,0,71,0,2,80,57,66,36,0,48,37,4,40,10,3,15,42,17,17,21,0,32,28,0,16,47,5,38,20,0,9,5,34,67,19,5,52,9,9,5,64,15,20,26,32,25,51,16,43,41,0,35,46,48,3,54,74,4,27,10,20,76,63,16,9,30,21,18,10,33,18,4,0
2016-10-02,1,28,44,59,13,59,2,1,19,25,22,13,14,16,16,1,66,46,39,26,0,9,9,1,9,0,0,21,2,64,71,48,61,0,40,44,3,39,20,7,16,49,20,28,27,12,42,37,0,20,100,5,42,17,0,6,7,41,72,34,6,58,9,9,5,69,16,20,0,13,30,46,17,43,65,38,48,56,46,2,47,72,3,27,10,16,77,67,16,8,45,31,60,8,30,24,5,0
2016-10-09,1,36,78,60,13,50,2,1,19,25,26,12,15,15,9,1,71,34,37,24,0,8,12,3,11,45,36,0,2,61,100,71,36,0,39,60,4,33,14,8,17,51,27,11,36,4,25,29,0,23,49,6,39,33,0,9,5,36,68,29,6,49,14,5,10,61,8,24,0,16,27,44,17,73,50,0,37,83,47,3,47,72,3,29,15,27,83,60,15,8,31,27,59,10,38,20,5,0
2016-10-16,1,32,52,57,12,59,2,1,19,25,29,11,12,17,9,1,74,100,49,19,0,8,12,1,20,44,0,42,2,66,93,59,26,23,36,49,3,39,45,2,16,40,21,22,31,4,60,27,0,30,28,5,37,29,0,9,4,35,66,34,6,50,4,9,11,62,9,27,0,16,21,43,20,29,36,19,44,67,45,3,49,74,4,30,10,27,84,60,14,9,52,5,84,9,32,34,6,0
2016-10-23,1,21,67,59,12,62,3,1,23,25,28,12,10,15,9,1,100,47,45,18,0,8,18,2,47,15,35,21,2,59,75,69,26,0,30,42,4,32,34,2,15,58,27,22,32,4,47,36,0,20,18,6,68,66,0,6,5,39,68,28,6,49,5,4,27,57,31,20,0,19,29,41,17,43,29,38,49,64,47,3,47,98,3,31,14,30,87,66,13,9,23,21,58,8,32,29,6,0
2016-10-30,1,29,59,56,15,44,2,1,18,25,27,15,17,14,14,1,66,87,41,17,0,8,9,2,97,29,0,0,2,65,70,52,44,0,31,46,4,34,26,2,16,44,19,11,28,8,48,27,20,21,12,6,41,42,56,6,4,39,65,27,5,48,1,4,15,54,7,22,0,11,74,40,17,100,29,0,53,61,46,4,45,91,3,30,12,31,79,75,17,10,45,37,37,6,34,22,8,0
2016-11-06,1,21,48,49,14,33,2,1,15,24,21,18,16,14,14,1,39,52,36,13,0,6,17,1,100,14,34,21,2,52,58,54,43,0,38,36,4,31,27,1,15,47,22,5,24,8,30,100,0,10,8,5,36,25,0,6,6,32,66,24,5,42,15,7,9,59,11,19,0,10,32,41,17,42,30,37,67,55,41,2,39,74,3,27,12,24,73,64,12,9,36,15,20,6,31,18,5,0
2016-11-13,1,17,58,51,29,45,2,1,16,25,14,17,9,12,17,1,38,79,38,13,0,7,3,2,59,29,35,21,2,47,68,61,17,23,53,39,3,25,23,1,16,45,17,11,61,4,100,62,0,12,7,5,41,89,0,6,4,43,67,21,4,44,7,9,10,56,16,20,25,8,25,41,16,42,32,0,69,63,42,3,45,82,3,28,18,19,76,65,15,8,66,10,51,6,31,19,4,0
2016-11-20,1,25,50,53,20,41,4,1,14,26,29,13,9,13,9,1,40,32,34,15,0,7,3,3,40,14,34,21,2,43,62,47,43,0,46,38,4,24,18,1,15,36,19,27,29,24,61,44,38,20,6,6,46,36,0,6,4,37,67,23,4,51,9,7,7,59,16,20,0,26,30,44,17,28,35,0,61,66,42,3,26,64,3,29,32,20,63,59,14,8,44,31,36,6,32,20,3,0
2016-11-27,1,24,42,58,17,53,2,1,14,25,35,16,11,13,10,1,39,44,40,13,95,7,20,2,23,0,0,100,2,50,63,55,33,0,39,28,5,24,20,1,14,44,19,0,23,8,42,41,19,18,6,7,46,25,0,6,3,33,66,17,4,48,8,8,7,62,16,22,0,20,29,42,16,40,32,0,37,100,52,3,39,71,4,29,17,21,76,64,14,8,49,25,44,5,32,19,4,0
2016-12-04,1,22,69,53,14,49,3,1,13,27,32,12,8,12,8,1,45,56,40,13,0,7,11,2,16,27,0,40,2,46,57,45,25,0,36,41,6,28,7,1,15,50,17,0,26,8,64,36,18,18,5,4,53,29,0,4,5,36,67,21,4,42,8,6,7,59,14,25,0,17,24,45,26,27,33,0,49,72,46,3,41,68,3,30,6,25,83,65,12,9,21,25,35,5,32,18,4,0
2016-12-11,1,24,40,57,13,38,2,1,13,27,28,14,8,13,10,1,49,70,38,12,0,7,14,2,15,0,0,20,2,39,55,56,66,0,29,37,4,26,20,1,14,57,15,16,32,12,56,33,19,19,5,5,55,35,0,6,4,33,65,17,4,47,8,0,10,46,10,29,0,8,27,44,21,41,35,0,38,51,42,3,39,59,4,26,14,26,84,60,10,8,35,5,30,5,28,19,4,54
2016-12-18,1,27,47,56,13,47,2,1,13,35,26,14,12,13,9,1,43,54,36,12,0,8,21,1,15,58,0,0,2,47,55,66,26,0,29,42,4,14,14,1,15,44,16,6,33,21,31,27,0,12,5,3,76,24,0,7,4,37,64,15,4,49,7,7,8,55,13,27,26,13,31,54,22,0,35,0,38,41,42,1,20,48,3,29,8,25,78,59,11,8,15,21,26,8,30,19,4,0
2016-12-25,1,20,56,62,16,39,2,1,15,30,25,13,21,23,13,1,47,76,34,15,0,10,19,1,17,15,0,0,2,49,51,54,36,0,34,51,3,24,20,1,18,38,17,12,28,9,31,41,0,28,6,4,81,26,0,6,5,40,68,16,5,51,4,9,9,51,0,26,0,14,32,55,21,30,34,60,45,44,49,3,10,58,4,27,15,23,68,59,9,9,39,27,24,5,33,22,4,0
2017-01-01,1,17,46,59,17,44,3,1,15,29,27,14,13,16,5,1,41,39,42,15,0,9,21,3,15,29,35,21,2,43,57,44,26,23,47,41,4,38,21,2,17,33,11,6,26,12,48,41,0,28,5,2,38,24,0,9,7,48,70,19,5,46,16,2,7,49,18,25,0,26,35,54,22,28,39,0,45,42,48,3,22,62,4,31,16,21,75,64,11,9,7,31,11,5,30,20,4,56
2017-01-08,1,23,27,54,17,39,3,1,12,27,17,19,11,12,10,1,41,74,40,13,0,8,11,2,10,0,0,0,2,42,42,38,90,0,34,32,4,19,8,2,14,56,17,5,22,12,29,40,0,12,5,4,36,15,52,8,4,39,70,20,5,44,7,4,5,59,10,21,0,25,23,49,18,40,42,0,31,37,42,2,29,74,4,23,6,15,72,62,11,8,28,10,11,5,29,17,4,0
2017-01-15,1,25,50,57,16,27,2,1,14,27,29,22,11,12,5,1,41,43,41,15,0,7,11,2,11,54,0,39,3,38,45,61,41,0,31,29,5,19,19,2,15,41,16,16,23,20,30,43,0,15,5,4,32,17,0,5,5,41,68,30,5,43,6,2,4,57,9,30,0,22,22,50,19,13,35,0,30,37,41,3,34,75,5,28,10,24,74,63,14,7,49,29,27,6,34,21,4,0
2017-01-22,1,20,45,58,15,45,2,1,13,26,15,14,9,12,10,1,46,49,38,12,0,7,11,3,14,13,32,0,3,42,48,51,40,0,27,40,6,36,20,2,14,31,14,0,53,35,44,43,0,17,4,4,30,17,51,6,5,33,69,23,5,45,10,8,4,60,19,25,24,12,25,48,18,53,35,18,39,53,42,5,39,67,5,26,25,13,82,65,14,9,14,34,40,5,34,19,4,52
2017-01-29,1,19,33,62,25,100,4,1,14,25,44,20,12,11,8,1,46,48,38,14,0,6,24,2,15,0,32,0,2,41,48,50,16,0,33,33,4,35,23,2,13,39,17,15,71,26,36,31,35,10,4,3,32,15,0,5,3,32,68,17,4,46,4,0,5,58,8,21,0,19,32,50,18,26,30,0,41,47,42,5,33,76,4,25,7,20,74,65,13,9,20,43,21,5,33,17,3,0
2017-02-05,1,34,45,85,20,71,3,1,15,27,42,13,8,11,8,1,45,67,38,12,0,6,24,3,10,26,96,39,2,37,43,34,40,0,28,47,3,33,23,8,15,45,15,5,69,15,38,40,18,18,4,4,32,13,0,7,4,28,68,24,4,44,6,6,5,67,10,22,0,5,32,48,16,13,40,35,44,45,39,4,32,61,6,25,15,22,74,64,12,9,54,14,24,5,32,23,4,0
2017-02-12,1,38,49,93,19,49,3,1,14,25,36,15,10,10,14,1,54,36,44,14,0,6,16,1,18,13,0,0,2,42,52,50,24,0,28,24,3,27,25,3,14,70,16,5,56,11,38,36,0,18,4,4,33,24,0,9,5,35,70,34,4,45,9,0,9,61,12,21,0,14,33,52,18,26,43,17,40,49,40,13,33,67,3,28,17,23,72,100,11,9,41,14,18,5,29,24,3,0
2017-02-19,1,31,29,82,23,47,3,1,12,26,35,17,11,11,6,1,58,42,40,14,0,6,32,0,15,52,63,19,2,41,44,65,39,0,29,35,4,27,21,4,15,52,16,15,37,11,30,37,0,19,3,4,38,27,0,6,5,28,72,28,5,49,11,4,11,67,10,18,0,17,28,51,18,39,47,34,31,53,41,4,29,74,3,28,17,21,79,63,14,9,40,33,21,6,34,29,4,0
2017-02-26,1,22,37,70,30,47,3,1,15,27,33,13,9,11,11,1,46,66,46,14,0,8,21,1,18,0,31,0,2,41,54,58,16,0,33,26,4,35,18,4,15,44,26,5,38,15,45,32,18,18,4,4,33,20,0,5,6,40,68,49,4,53,8,2,6,61,7,23,0,14,30,53,19,0,36,0,39,50,39,3,31,73,3,25,13,22,82,69,15,8,60,14,13,6,36,63,4,0
2017-03-05,1,24,45,61,40,37,2,1,13,26,29,18,14,11,9,1,38,64,49,13,0,14,5,1,19,0,61,19,3,43,55,94,38,0,30,43,4,24,7,11,13,38,50,15,32,18,28,30,17,48,3,5,38,46,0,5,5,49,69,100,4,46,13,6,6,53,19,20,22,12,34,53,19,0,34,17,38,47,37,3,27,65,3,26,11,14,81,62,14,12,46,9,48,6,33,100,5,0
2017-03-12,1,16,42,60,80,35,2,1,15,26,30,12,10,10,17,1,39,59,46,19,0,8,11,1,14,52,63,38,3,42,58,68,16,0,31,37,4,22,10,49,16,47,35,5,27,7,42,39,0,37,5,3,43,24,0,6,5,39,72,69,5,59,7,8,5,61,8,21,46,14,52,53,18,13,60,0,35,44,36,3,25,60,3,25,16,22,81,64,14,10,27,33,44,6,31,63,8,0
2017-03-19,1,17,71,54,100,39,2,1,15,26,22,13,10,10,9,1,40,60,52,29,0,8,16,1,11,13,0,38,2,43,56,68,32,0,28,29,5,23,14,100,15,36,27,5,32,11,28,34,18,16,7,8,34,16,100,8,6,40,69,45,6,46,11,2,6,60,15,18,0,5,40,46,23,0,31,51,27,55,37,5,23,61,3,28,11,19,80,61,14,9,27,9,26,7,37,46,5,51
2017-03-26,1,29,56,56,68,43,7,1,16,25,34,22,11,11,6,1,32,79,47,22,93,8,19,2,8,0,0,19,2,43,56,69,24,0,24,31,4,29,20,42,16,53,23,5,35,4,78,37,0,24,6,6,31,17,51,6,5,39,73,43,5,46,13,4,5,58,12,19,0,7,39,49,29,13,37,17,39,54,42,3,24,74,3,28,19,17,81,63,15,9,27,29,26,7,36,37,5,0
2017-04-02,1,14,38,52,45,41,3,1,14,26,39,19,11,11,10,1,36,66,39,18,0,6,19,2,7,13,0,19,2,40,54,53,24,0,22,53,3,35,23,23,14,50,16,15,31,8,28,33,0,24,4,4,31,42,0,7,5,34,71,33,6,43,4,8,7,64,12,21,46,5,33,49,21,26,33,0,31,38,38,3,23,68,3,31,17,19,75,60,14,9,41,38,16,8,31,30,4,0
2017-04-09,1,12,35,52,37,33,2,1,16,25,35,25,10,11,17,1,36,51,38,18,96,7,9,5,7,14,0,0,2,38,50,39,17,0,24,32,4,26,18,16,15,41,19,21,28,12,58,54,0,34,4,4,38,23,0,6,4,39,71,35,5,50,13,0,6,59,12,23,0,0,37,51,22,14,32,18,35,39,39,3,24,70,3,32,19,15,78,62,15,35,64,25,25,9,32,29,5,0
2017-04-16,1,14,36,52,29,33,3,1,16,27,31,22,9,11,8,1,37,36,43,14,0,6,8,1,8,13,64,58,2,37,36,57,16,0,22,27,4,23,15,11,15,50,18,15,45,4,39,42,0,27,3,4,33,17,0,7,4,33,69,30,5,46,7,2,5,63,10,17,0,29,33,47,21,39,30,35,35,33,35,3,25,67,3,29,17,15,74,61,18,13,34,57,13,8,33,28,4,0
2017-04-23,1,10,44,49,25,31,3,1,15,26,39,25,12,10,9,1,35,78,44,14,0,6,13,3,6,26,0,57,2,35,48,52,71,0,23,37,3,29,16,8,14,53,21,20,23,11,32,35,0,19,3,5,35,14,0,7,5,38,68,23,5,49,9,8,4,69,7,18,46,9,35,47,21,26,39,0,29,42,34,4,25,60,3,26,11,16,79,61,21,11,33,14,23,8,26,24,5,0
2017-04-30,1,19,48,49,22,40,3,1,14,28,39,12,10,11,18,1,34,43,46,15,0,6,17,3,6,0,0,0,2,38,43,77,33,0,22,25,4,19,18,9,16,42,22,5,34,12,23,49,0,31,3,4,36,15,52,6,6,57,72,25,5,49,7,6,4,69,10,20,0,17,33,46,22,0,41,18,34,41,34,3,29,65,3,23,13,23,78,66,20,11,42,10,24,8,29,23,6,0
2017-05-07,1,22,58,46,21,24,4,1,15,33,27,19,8,11,8,1,37,54,45,14,0,5,14,1,5,0,0,58,2,37,37,100,8,21,21,29,7,27,17,7,16,33,20,10,22,4,36,60,0,25,4,2,33,10,50,6,5,46,68,30,5,48,4,0,3,61,8,17,23,14,26,44,22,39,35,0,37,40,33,4,28,71,3,25,26,15,79,63,22,11,27,10,21,7,28,20,9,0
2017-05-14,1,17,36,47,21,73,15,1,15,27,78,12,11,13,12,1,37,32,60,13,0,5,6,2,7,0,0,61,2,48,61,43,51,0,22,33,4,33,29,5,14,35,20,11,20,12,32,45,19,18,3,4,32,13,0,8,5,43,68,24,4,51,11,2,3,60,21,18,0,10,22,41,20,27,35,0,38,42,34,5,24,64,3,23,14,12,76,60,19,10,50,35,22,9,30,21,11,55
2017-05-21,1,21,99,54,23,80,8,1,17,26,100,17,8,12,12,1,42,52,59,13,0,5,21,2,5,14,34,42,2,45,69,81,43,0,22,31,4,29,20,5,14,41,19,11,42,8,22,37,0,27,3,4,31,9,54,4,4,34,68,35,4,48,10,2,4,67,11,21,0,8,31,42,22,42,33,19,44,56,36,7,21,62,3,24,28,15,79,57,20,9,51,15,23,11,30,26,17,0
2017-05-28,1,23,63,56,21,68,5,1,17,26,85,22,11,11,7,1,50,20,41,13,0,5,38,2,8,0,34,41,2,37,62,40,94,0,27,36,4,27,27,5,15,38,22,22,40,25,29,40,38,15,3,4,30,12,0,6,4,36,69,32,5,45,10,2,3,65,14,20,100,18,25,45,26,28,34,19,42,45,41,6,17,60,3,27,14,13,79,57,18,10,73,21,28,11,28,25,74,0
2017-06-04,1,24,73,65,24,75,4,4,18,26,56,15,13,12,3,1,59,44,37,12,0,5,11,3,8,28,0,40,2,40,65,36,100,22,27,35,4,44,32,5,14,66,18,16,33,24,31,40,37,18,2,5,41,10,0,7,4,56,66,25,4,49,6,0,3,61,5,22,24,23,25,44,27,0,38,18,34,44,44,5,21,55,3,25,8,16,78,58,21,10,50,40,38,11,28,23,100,0
2017-06-11,1,28,57,68,23,68,3,5,22,26,57,18,12,12,14,1,53,26,37,12,0,5,20,3,7,14,34,21,2,48,64,47,43,23,22,33,3,56,29,4,16,48,17,22,29,24,29,40,19,19,2,4,28,14,0,6,4,35,71,24,4,52,15,0,7,54,5,21,0,13,27,45,32,14,34,37,40,42,43,4,17,59,3,24,12,16,73,57,20,9,36,41,14,11,32,22,67,0
2017-06-18,1,22,35,58,19,65,4,1,21,27,47,23,9,11,3,1,49,76,33,11,0,5,11,4,6,0,67,20,2,51,63,49,42,22,23,54,3,18,39,4,15,37,17,16,33,4,26,32,0,17,2,4,31,9,0,5,5,34,69,22,4,49,8,2,12,57,12,21,0,10,32,48,32,14,58,0,40,41,45,3,17,51,3,28,18,12,73,56,23,10,29,10,19,12,31,21,49,54
2017-06-25,1,18,46,54,19,58,3,1,18,27,47,6,10,11,36,1,45,72,44,13,0,5,9,2,5,0,0,21,3,48,55,51,51,0,23,29,5,40,25,4,17,48,19,16,26,25,43,43,0,15,2,6,24,12,0,6,7,35,72,26,5,50,8,0,3,66,5,20,0,5,27,49,40,28,32,56,44,39,37,4,13,60,3,26,20,19,73,58,20,10,37,31,14,11,28,21,38,0
2017-07-02,1,34,40,56,17,68,3,1,18,26,48,27,13,15,14,1,42,54,39,11,0,5,9,2,6,0,0,0,2,39,58,35,26,0,26,24,4,30,21,4,17,62,20,39,27,17,26,35,20,17,2,5,24,14,0,8,5,38,69,21,5,48,10,2,3,51,15,26,0,27,25,65,73,14,32,0,46,35,39,4,12,46,4,32,10,21,70,58,17,11,15,26,23,14,26,21,40,0
2017-07-09,1,31,31,52,17,55,3,2,20,26,39,19,14,14,2,1,44,52,41,12,0,6,21,2,4,14,0,0,2,41,53,74,34,0,26,41,4,34,21,4,20,38,11,16,40,4,23,29,0,27,2,3,31,13,0,8,6,34,71,23,6,49,10,0,5,63,13,24,0,8,27,61,84,28,32,19,37,37,36,4,12,59,4,29,22,15,67,63,29,11,73,5,23,14,29,21,28,0
2017-07-16,1,20,51,51,17,48,5,1,19,29,34,12,13,14,10,1,38,33,38,13,0,6,32,3,5,14,0,0,4,40,45,47,69,0,26,14,4,36,25,4,18,29,18,39,32,17,22,40,0,22,3,4,29,13,0,6,6,41,73,19,6,45,13,4,5,62,13,22,25,16,26,56,68,56,36,19,37,35,38,3,12,55,3,36,12,18,75,59,28,12,44,41,28,16,27,20,22,0
2017-07-23,2,16,78,55,16,52,5,1,19,26,45,16,14,14,14,2,38,38,33,15,0,6,14,2,5,0,0,20,5,39,51,50,34,0,26,35,4,22,16,5,18,35,16,27,30,24,21,30,19,17,3,9,31,13,0,5,5,39,70,25,5,50,8,2,5,66,34,20,25,10,27,59,58,41,32,18,38,41,42,4,11,50,3,37,16,22,67,57,20,23,43,81,30,16,27,19,21,0
2017-07-30,1,16,44,50,15,53,3,1,20,27,33,27,15,12,12,1,43,51,33,12,0,7,14,1,3,14,0,20,3,41,48,23,42,0,27,46,5,46,24,4,17,52,18,27,28,4,14,36,0,18,2,4,31,13,0,6,6,33,72,22,5,49,10,4,4,65,16,23,0,15,29,50,52,27,38,18,34,34,36,3,10,60,3,30,12,17,71,56,21,13,36,60,8,17,29,17,17,0
2017-08-06,1,19,28,53,14,38,3,1,18,27,35,14,7,12,5,1,43,38,31,13,0,7,20,2,4,28,0,20,2,44,39,66,50,0,29,37,5,40,20,4,16,40,16,27,26,8,30,41,38,15,3,4,31,9,0,8,6,35,75,22,5,52,9,2,3,62,19,30,49,15,30,49,47,27,34,18,29,31,36,3,13,52,3,30,20,14,68,59,19,12,43,45,25,16,33,19,14,0
